Pregunta,Intencion,clean_txt
como funcionan los pazos fijos?,Cat_183,como funcionan los pazos fijos
queria saber mi numero de sucursal?,Cat_100,queria saber mi numero de sucursal
me gustaría sacar un prestamo..,Cat_223,me gustaria sacar un prestamo
me pueden bonificar el paquete?,Cat_73,me pueden bonificar el paquete
que becas hay para universitarios,Cat_358,que becas hay para universitarios
cuanto dispongo para compra kn mi debito,Cat_303,cuanto dispongo para compra kn mi debito
abren las becas al merito academico?,Cat_358,abren las becas al merito academico
como hago para que no se me debite el mínimo de la tarjeta?,Cat_353,como hago para que no se me debite el minimo de la tarjeta
necesito saber el mail de mi ejecutivo,Cat_126,necesito saber el mail de mi ejecutivo
quiero bajar el límite del sobregiro,Cat_57,quiero bajar el limite del sobregiro
como sé que adherí con éxito el debito automatico de un servicio a mi tarjeta?,Cat_93,como se que adheri con exito el debito automatico de un servicio a mi tarjeta
necesito un numero para llamar y realizar un cambio de sucursal,Cat_65,necesito un numero para llamar y realizar un cambio de sucursal
historial de pagos,Cat_98,historial de pagos
en el ticket me figura que el pago es en cuotas pero en el posnet me puso menos.,Cat_336,en el ticket me figura que el pago es en cuotas pero en el posnet me puso menos
como me hago el homebanking,Cat_3,como me hago el homebanking
queria saber si podía sacar préstamo bancario.,Cat_248,queria saber si podia sacar prestamo bancario
cual es mi limite de compra con cada tarjeta en dolares.,Cat_303,cual es mi limite de compra con cada tarjeta en dolares
tengo la tarjeta banelco vencida,Cat_316,tengo la tarjeta banelco vencida
solicitar tarjeta no llegar,Cat_293,solicitar tarjeta no llegar
necesitar aviso deposito,Cat_125,necesitar aviso deposito
deuda forma pagarla,Cat_192,deuda forma pagarla
necesitas saber algo sobre mi?,Cat_24,necesitas saber algo sobre mi
quisiera saber más sobre el súper préstamo personal a cuantos aaños se puede hacer y cómo es el tema de los pagos,Cat_251,quisiera saber mas sobre el super prestamo personal a cuantos aanos se puede hacer y como es el tema de los pagos
te. pregunto de cuanto es el mantenimiento de la tarjeta x mes visa gold.,Cat_340,te pregunto de cuanto es el mantenimiento de la tarjeta x mes visa gold
puedo financiar los gastos de la operacion de compra-venta en el caso de un prestamo hipotecario?,Cat_231,puedo financiar los gastos de la operacion de compra venta en el caso de un prestamo hipotecario
intereses cobran pagar tarjeta,Cat_349,intereses cobran pagar tarjeta
quiero saber donde se deposita el dinero del plazo fijo,Cat_180,quiero saber donde se deposita el dinero del plazo fijo
blanquear clave,Cat_1,blanquear clave
necesito saber en que estado está mi gestión,Cat_118,necesito saber en que estado esta mi gestion
sufrí varios cortes de luz y perdí alimentos  me cubre algo el seguro del banco?,Cat_265,sufri varios cortes de luz y perdi alimentos me cubre algo el seguro del banco
desde la app se puede pedir el préstamo ?,Cat_223,desde la app se puede pedir el prestamo
me das el telefono de creditos,Cat_147,me das el telefono de creditos
quiero abrir una cuenta en el banco que debo hacer,Cat_39,quiero abrir una cuenta en el banco que debo hacer
limite máximo transferencia ajeno,Cat_83,limite maximo transferencia ajeno
cual es el costo de la comision por transferencia,Cat_83,cual es el costo de la comision por transferencia
como puedo acceder al prestamo,Cat_223,como puedo acceder al prestamo
cual es el monto a financiar?,Cat_120,cual es el monto a financiar
como se cual es mi cuenta,Cat_75,como se cual es mi cuenta
requisitos para solicitar un credito personal,Cat_248,requisitos para solicitar un credito personal
cuanto era el monto que me podian facilitar.,Cat_236,cuanto era el monto que me podian facilitar
adheri debitar automatico servicio detallar movimiento tarjeta,Cat_129,adheri debitar automatico servicio detallar movimiento tarjeta
como obtener tarjetas de ccredito como adherente,Cat_334,como obtener tarjetas de ccredito como adherente
necesito saber informacion de contacto para rehabilitar una tarjeta de debito.,Cat_286,necesito saber informacion de contacto para rehabilitar una tarjeta de debito
necesito los cmprobantes de un servicio hechos a traves de pagomiscuentas desde enero hasta hoy y dicha info no esta disponible aqui en el home banking,Cat_98,necesito los cmprobantes de un servicio hechos a traves de pagomiscuentas desde enero hasta hoy y dicha info no esta disponible aqui en el home banking
me decís cuanto me van a cobrar de tarjeta? hice compras en dolares,Cat_307,me decis cuanto me van a cobrar de tarjeta hice compras en dolares
no me están llegando los resumenes,Cat_138,no me estan llegando los resumenes
quiero asesorarme por un prestamo?,Cat_225,quiero asesorarme por un prestamo
quiero ingresar para ver movimientos en mi tarjeta visa,Cat_355,quiero ingresar para ver movimientos en mi tarjeta visa
quiero obtener informacion acerca del universo de inversiones que maneja el banco.,Cat_178,quiero obtener informacion acerca del universo de inversiones que maneja el banco
hay un simulacro de credito?,Cat_251,hay un simulacro de credito
como puedo hacer para entrar y sacar mi resumen ??,Cat_138,como puedo hacer para entrar y sacar mi resumen
una consulta sobre debito desde mi cuenta,Cat_115,una consulta sobre debito desde mi cuenta
deposito en cajeros,Cat_110,deposito en cajeros
necesito saber si para renovar las targetas de credito que se vencen pronto tengo que hacercarme al banco. o lo puedo hacer x aca. te agradesco me informes al respecto,Cat_316,necesito saber si para renovar las targetas de credito que se vencen pronto tengo que hacercarme al banco o lo puedo hacer x aca te agradesco me informes al respecto
como puedo saber si me conviene sacar un prestamo hipotecario uva?,Cat_237,como puedo saber si me conviene sacar un prestamo hipotecario uva
quiero adquirir la super cuenta,Cat_39,quiero adquirir la super cuenta
no me llegue el pin para activar la tarjeta santander rio,Cat_288,no me llegue el pin para activar la tarjeta santander rio
queria saber que limite tengo para poder comprar,Cat_303,queria saber que limite tengo para poder comprar
como pido una nueva tarjeta de debito?,Cat_316,como pido una nueva tarjeta de debito
quiero obtener una caja de ahorro,Cat_39,quiero obtener una caja de ahorro
cuanto me cuesta mensualmente. una cuenta en dolars,Cat_96,cuanto me cuesta mensualmente una cuenta en dolars
solo con dni se abre una caja de ahorros?,Cat_39,solo con dni se abre una caja de ahorros
querer poner debito automatico gas no saber,Cat_132,querer poner debito automatico gas no saber
quiero poner a mi mujer como beneficiaria del seguro.,Cat_268,quiero poner a mi mujer como beneficiaria del seguro
perdí mi tarjeta de coordenada,Cat_294,perdi mi tarjeta de coordenada
queria hacer una recategorizacion de cuenta,Cat_86,queria hacer una recategorizacion de cuenta
sacar tarjeta debito,Cat_39,sacar tarjeta debito
quisiera saber de donde puedo sacar el resumen de mi tarjeta visa del banco santander rio,Cat_138,quisiera saber de donde puedo sacar el resumen de mi tarjeta visa del banco santander rio
me pidieron que llame para hablar y no se a que numero,Cat_147,me pidieron que llame para hablar y no se a que numero
que cheques me entraron ayer y hoy ?,Cat_50,que cheques me entraron ayer y hoy
quiero consultar acerca del ccredito hipotecario y como calcular la cuota?,Cat_251,quiero consultar acerca del ccredito hipotecario y como calcular la cuota
cupos de mi tarjeta de credito,Cat_303,cupos de mi tarjeta de credito
como puedo modificar el límite de un firmante?,Cat_287,como puedo modificar el limite de un firmante
envio de tarjeta,Cat_293,envio de tarjeta
lebacs,Cat_159,lebacs
instrucciones de giro del exterior,Cat_32,instrucciones de giro del exterior
tengo un reclamo,Cat_135,tengo un reclamo
recibí un mensaje de pago no registrado,Cat_279,recibi un mensaje de pago no registrado
pagar tarjeta autoservicio,Cat_342,pagar tarjeta autoservicio
averiguar si mi jubilacion esta acreditada en el banco santander rio,Cat_50,averiguar si mi jubilacion esta acreditada en el banco santander rio
consumos tarjeta adicional,Cat_355,consumos tarjeta adicional
estoy averiguando sobre los prestamos para la compra de un auto,Cat_225,estoy averiguando sobre los prestamos para la compra de un auto
como agrego un destinatario agregandolo por alias?,Cat_76,como agrego un destinatario agregandolo por alias
quiero comprar más de unos bonos que compré hace unos días,Cat_157,quiero comprar mas de unos bonos que compre hace unos dias
quiero hacer un simulacro del prestamo,Cat_251,quiero hacer un simulacro del prestamo
tengo que pagar la escritura del préstamo hipotecario?,Cat_210,tengo que pagar la escritura del prestamo hipotecario
donde figura el número de cuenta comitente?,Cat_171,donde figura el numero de cuenta comitente
transferencia automatico,Cat_83,transferencia automatico
cuanto dinero puedo retirar de mi cuenta en un cajero?,Cat_303,cuanto dinero puedo retirar de mi cuenta en un cajero
como puedo realizar transferencias on line,Cat_84,como puedo realizar transferencias on line
preciso saber si hay alguna promo para que no me cobren el mantenimiento de cuenta,Cat_73,preciso saber si hay alguna promo para que no me cobren el mantenimiento de cuenta
como puedo hacer para la extencion para sacar mas plata x dia,Cat_287,como puedo hacer para la extencion para sacar mas plata x dia
dan préstamos a monotributustas,Cat_248,dan prestamos a monotributustas
tengo tarjeta platinum. en el aeropuerto de viedma de que me puede servir?,Cat_284,tengo tarjeta platinum en el aeropuerto de viedma de que me puede servir
limite comprar cuota tarjeta,Cat_303,limite comprar cuota tarjeta
necesitaria un reporte con todas cuotas pendientes de pago de mi prestamo personal,Cat_101,necesitaria un reporte con todas cuotas pendientes de pago de mi prestamo personal
quiero consultar sobre el beneficio con american express para utilizar salón vip en aeropuerto,Cat_284,quiero consultar sobre el beneficio con american express para utilizar salon vip en aeropuerto
queria saber las comisiones por sacar dinero del exterior teniendo una cuenta sueldo,Cat_96,queria saber las comisiones por sacar dinero del exterior teniendo una cuenta sueldo
como se hace para deshacer una caida de cuotas,Cat_339,como se hace para deshacer una caida de cuotas
avisar pagando,Cat_191,avisar pagando
valor caja de seguridad?,Cat_92,valor caja de seguridad
me pusieron un seguro de vivienda que no contrate.,Cat_264,me pusieron un seguro de vivienda que no contrate
donde publican los ganadores?,Cat_144,donde publican los ganadores
quiero cambiar mi contraseña,Cat_1,quiero cambiar mi contrasena
pagar expensas,Cat_132,pagar expensas
como es lo de la tarjeta nova para los niaños de 13 a 17,Cat_306,como es lo de la tarjeta nova para los nianos de number a number
a que numero de telefono hay que llamar por el seguro?,Cat_147,a que numero de telefono hay que llamar por el seguro
como averiguo los puntos del banco santander,Cat_325,como averiguo los puntos del banco santander
como tengo que hacer para solicitar un préstamo hipotecario?,Cat_223,como tengo que hacer para solicitar un prestamo hipotecario
estoy interesado en sacar un credito me podria brindar mas informacion por favor,Cat_225,estoy interesado en sacar un credito me podria brindar mas informacion por favor
como se canjean los puntos de la tarjeta?,Cat_322,como se canjean los puntos de la tarjeta
necesito consultar el servicio de concergerie,Cat_141,necesito consultar el servicio de concergerie
como hago para saber si ya está el cobro de la tarjeta?,Cat_279,como hago para saber si ya esta el cobro de la tarjeta
me enviaron dos comprobantes de transferencias y no figuran acreditadas,Cat_77,me enviaron dos comprobantes de transferencias y no figuran acreditadas
como ingreso a ver mi cuenta,Cat_3,como ingreso a ver mi cuenta
realizar reintegrar recargar tarjeta sube,Cat_312,realizar reintegrar recargar tarjeta sube
querer pagar tarjeta santander,Cat_342,querer pagar tarjeta santander
el homebancking cada vez q intento pagar un impuesto se me clava el sistema!!,Cat_117,el homebancking cada vez q intento pagar un impuesto se me clava el sistema
querer generar contraseña,Cat_1,querer generar contrasena
tuve problemas para canjear en despegar la página se colgó y me descontaron puntos pero no terminé de comprar.,Cat_328,tuve problemas para canjear en despegar la pagina se colgo y me descontaron puntos pero no termine de comprar
no podia realizar una transferencia desde online banking,Cat_80,no podia realizar una transferencia desde online banking
como cambio el limite de recarga mensual de monedero?,Cat_305,como cambio el limite de recarga mensual de monedero
