Pregunta,Intencion,Pregunta_T1
no dejar bajo cuenta,Cat_41,no dejar en cuenta
queria consultar por un préstamo quisiera saber como serian las cuotas,Cat_225,Quería consultar por un préstamo. Me gustaría saber cómo serían las cuotas.
necesito hacer un pago de visa,Cat_342,Necesito hacer un pago de visa
baja debito automatico tarjeta visa,Cat_345,tarjeta de visa de débito automática baja
saber comprar debito exterior,Cat_289,saber comprar débito extranjero
quisiera saber si mi caja de ahorro sigue activa,Cat_61,Me gustaría saber si mi caja de ahorros todavía está activa
telefonos utiles,Cat_147,teléfonos útiles
si necesito que un representante me llame no me puedo comunicar,Cat_134,"Si necesito que me llame un representante, no puedo comunicarme"
quiero saber información sobre la tarjeta de estudiantes,Cat_359,Quiero saber información sobre el carnet de estudiante
tengo varias llamadas del banco,Cat_146,Tengo varias llamadas del banco
la cuota mensual del préstamo hipotecario  que porcentaje de mi sueldo representa?,Cat_249,¿Cuál es el porcentaje de pago mensual de mi préstamo hipotecario?
como aviso mi pago,Cat_195,como aviso mi pago
me olvide la contraseña de homebanking,Cat_1,Olvidé la contraseña de homebanking
tarjeta credito visa saber saldo minimo,Cat_303,tarjeta de crédito visa saber saldo mínimo
aumento de límite por viaje,Cat_302,aumento del límite de viaje
como modificar beneficiario para transferencias,Cat_76,Cómo modificar el beneficiario para las transferencias
todavía no llegue a mi domicilio un producto que canjeé con superclub lo van a enviar o no,Cat_326,"un producto que canjeé con superclub aún no está en mi dirección, lo enviarán o no"
cual es el costo de la escribania para préstamo hipotecario?,Cat_210,¿Cuál es el costo del empleado del préstamo hipotecario?
quisiera abrir un plazo fijo como tengo q hacer ??,Cat_181,¿Me gustaría abrir un plazo fijo como tengo que hacer?
como hago una transferencia?,Cat_84,¿Cómo hago una transferencia?
mi numero de cuenta,Cat_68,mi numero de cuenta
querer llegar tarjeta correo,Cat_293,quiere obtener tarjeta de correo
queria informarme de los prestamos prendarios,Cat_225,él quería informarme de los préstamos de compromiso
quisiera saber si mi solicitud de cambio de sucursal ya es efectiva?,Cat_66,¿Me gustaría saber si mi solicitud de cambio de sucursal ya es efectiva?
intereses pago tarjeta mora,Cat_349,tarjeta morosa de pago de intereses
quiero activar los pesos que canjee para la sube,Cat_333,Quiero activar los pesos que cambio por el aumento
soy cliente de santander rio queria saber si como monotributista puedo acceder a un prestamo uva,Cat_248,Soy cliente de Santander Rio quería saber si como monotributista puedo acceder a un préstamo de uva
activar reemplazo de tarjeta de débito santander rio,Cat_301,activar reemplazo de tarjeta de débito santander rio
como puedo hacer para recibir mis consumo de tarjeta,Cat_138,¿Cómo puedo recibir el consumo de mi tarjeta?
me llego un aviso de que el prestamos no se pudo debitar por falta de saldo. ahora que hay saldo en la cuenta tengo que hacer el pago yo o el banco intenta nuevamente hacer el debito?,Cat_239,"Recibí un aviso de que el préstamo no se podía cargar debido a la falta de saldo. Ahora que hay un saldo en la cuenta, ¿tengo que hacer el pago o el banco intenta hacer el débito nuevamente?"
telefono de tarjeta mastercard,Cat_147,teléfono con tarjeta mastercard
en cuanto tiempo se acredita una transferencia en dolares a otro banco?,Cat_77,¿Cuánto tiempo se acredita una transferencia en dólares a otro banco?
se le puede agregar plata a un superfondo?,Cat_176,¿Se puede agregar plata a un superfondo?
qué estudio jurídico está gestionando mi deuda con el banco?,Cat_190,¿Qué bufete de abogados administra mi deuda con el banco?
sos un hombre o una mujer?,Cat_27,eres hombre o mujer
con el cambio de banco la tarjeta priority pass dejo de funcionar no nos dejaron entrar al vip pasando la tarjeta precitada,Cat_284,"con el cambio de banco, la tarjeta de pase de prioridad dejó de funcionar, no nos permitieron ingresar al vip pasando la tarjeta mencionada anteriormente"
que significa el traspaso de cuentas  lo veo en mis movimientos,Cat_85,lo que significa la transferencia de cuentas lo veo en mis movimientos
quiero descargar mi polisa,Cat_266,Quiero descargar mi politica
me quiero cambiar a la tarjeta america airlines para acumular millas,Cat_299,Quiero cambiar a la tarjeta america airlines para acumular millas
cuando mandar tarjeta,Cat_293,cuando enviar la tarjeta
costo tarjeta debito visa,Cat_96,costo de la tarjeta de débito visa
consulta de ampliacion de mi credito personal,Cat_196,consulta de expansión de mi crédito personal
como hago para pagar un impuesto con la tarjeta de credito?,Cat_132,¿Cómo puedo pagar un impuesto con la tarjeta de crédito?
quiero averiguar por plan v,Cat_308,Quiero averiguar por plan v
me mudo  que tengo que hacer con los datos de la póliza?,Cat_267,"Me mudo, ¿qué tengo que hacer con los datos de la política?"
dejen de enviar la póliza con la dirección incorrecta,Cat_267,dejar de enviar la política con la dirección incorrecta
puedo tener mas de un prestamo,Cat_218,¿Puedo tener más de un préstamo?
queria informarme de los prestamos prendarios,Cat_225,él quería informarme de los préstamos de compromiso
los premios que se ven en catálogo son los únicos que hay disponibles?,Cat_332,¿Los premios que se muestran en el catálogo son los únicos disponibles?
me pueden bonificar la cuenta?,Cat_73,¿Puedes acreditar mi cuenta?
quiero saber como desconocer consumos en mi cuenta.,Cat_112,Quiero saber cómo ignorar el consumo en mi cuenta.
cambiar domicilio de tarjeta de credito visa,Cat_103,cambiar la dirección de la visa de tarjeta de crédito
préstamo prendario auto usado,Cat_228,prenda de autos usados
sabés estado enviar tarjeta credito,Cat_293,sabes estado enviando tarjeta de crédito
me pueden confirmar si se me descontó el cierre de la tarjeta ccredito?,Cat_279,¿Pueden confirmar si se descontó el cierre de la tarjeta de crédito?
como se hace para canjear los puntos,Cat_322,como canjear puntos
pasos para blanquear tarjeta,Cat_288,pasos para blanquear la tarjeta
querer averiguar hacer cerrar cuenta,Cat_41,querer averiguar hacer cerrar cuenta
quiero que me coticen un seguro de vida.,Cat_261,Quiero una cotización de seguro de vida.
donde esta el link para cambiar la contraseña de afip,Cat_95,donde está el enlace para cambiar la contraseña de afip
no podia hacer una compra online en el exterior con mi tarjeta de debito,Cat_290,No pude hacer una compra en línea en el extranjero con mi tarjeta de débito
cuando escrituro la casa de mi préstamo hipotecario?,Cat_241,¿Cuándo escribo mi préstamo hipotecario?
queria consultar si puede extraer de mi cuenta en dolares desde cualquier cajero automatico,Cat_298,Quería ver si puedes retirar de mi cuenta en dólares desde cualquier cajero automático
tengo un préstamo aprobado y tengo que solicitarlo,Cat_223,Tengo un préstamo aprobado y tengo que solicitarlo.
se puede pagar la mastercard desde uno de los autoservicios del banco?,Cat_342,¿Puedes pagar la mastercard desde uno de los autoservicios del banco?
saldo al 31-12-2018,Cat_67,saldo al 31-12-2018
para el calculo de un préstamo prendario que ingresos debo considerar?,Cat_249,"Para el cálculo de un préstamo de compromiso, ¿qué ingresos debo considerar?"
necesito info del seguro de robo en cajeros,Cat_261,Necesito información sobre el seguro de robo en cajeros automáticos
quiere poner dinero a trabajar en el banco que me conviene,Cat_178,quiere poner dinero para trabajar en el banco que más me convenga
quiero modificar debito automatico tarjeta santander credito,Cat_345,Quiero modificar la tarjeta de débito automática de crédito Santander
renovacion de tarjeta de debito,Cat_316,renovación de tarjeta de débito
para que me ayuden a activar el tokem de seguridad,Cat_5,para ayudarme a activar el token de seguridad
no veo el deposito de anses en mis movimientos,Cat_37,No veo el depósito de anses en mis movimientos.
por la app se puede hacer la compra de letes?,Cat_157,¿Puedes comprar leche a través de la aplicación?
precio workcafe,Cat_149,precio de trabajo
es posible pedir el resumen total para pagar todo en financiacion?,Cat_120,¿Es posible solicitar el resumen total para pagar todo en financiamiento?
se puede usar en el exterior la tarjeta recargable?,Cat_313,¿Se puede usar la tarjeta recargable en el extranjero?
solucioné mi situación con el banco y todavía no me enviaron el libre de deuda,Cat_64,Resolví mi situación con el banco y todavía no me han enviado sin deudas
cuanto es el tiempo que tardan en darme el préstamo personal?,Cat_243,¿Cuánto tiempo se tarda en darme el préstamo personal?
puedo solicitar un préstamo personal para decorar mi departamento?,Cat_228,¿Puedo solicitar un préstamo personal para decorar mi apartamento?
bloqueo de compra,Cat_286,compra de bloqueo
queria saber cuanto me das por un credito hipotecario uvas,Cat_236,Quería saber cuánto me das para un préstamo hipotecario uvas
tratar averiguar deber tarjeta,Cat_342,tratar de averiguar la tarjeta de servicio
nesecito abrir una caja de ahorro en pesosss,Cat_39,Necesito abrir una caja de ahorros en pesos
blanqueo de clave fiscal,Cat_95,lavado de códigos impositivos
puedo ver en algún lado si las compras me dan millas o puntos superclub?,Cat_300,¿Puedo ver en alguna parte si ir de compras me da millas o puntos de súper club?
saber saldo total pagar,Cat_342,saber el saldo total pagado
tengo tarjeta de devito de santander pero no de credito como puedo solicitarla cuales son los requisitos,Cat_337,Tengo una tarjeta de débito Santander pero no una tarjeta de crédito. ¿Cómo puedo solicitarlo? ¿Qué son los requerimientos?
estoy teniendo problemas para canjear los puntos superclub,Cat_328,Tengo problemas para canjear puntos de superclub
la reserva de la sala work/cafe tiene algún costo?,Cat_149,¿La reserva de la sala de trabajo / cafetería tiene algún costo?
tengo una tarjeta american express e intento crear mi usuario en la web.,Cat_1,Tengo una tarjeta American Express e intento crear mi usuario en la web.
como doy de baja mi cuenta caja de ahorro universitaria en santander rio??,Cat_41,¿Cómo cancelo mi cuenta de caja de ahorro en Santander Rio?
quiero saber el numero de telefono asi me comunicó con alguien,Cat_147,Quiero saber el número de teléfono para que se comunique con alguien
pedí una tarjeta de debito y todavía no me llegue.,Cat_293,Pedí una tarjeta de débito y todavía no ha llegado.
no puedo acceder a la pagina de home banking,Cat_117,No puedo acceder a la página de banca en casa
como hago para tener cuenta sueldo?,Cat_72,¿Cómo puedo tener una cuenta salarial?
como hago para reversar un premio que canjeé,Cat_331,¿Cómo puedo revertir un premio que canjeé?
llamo al 0800 pero no hay ninguna opcion que sea para la consulta q necesito hacer,Cat_29,Llamo al 0800 pero no hay opción para la consulta que necesito hacer
quiero saber que margen tengo con la tarjeta,Cat_303,Quiero saber qué margen tengo con la tarjeta
debitos directo,Cat_112,domiciliaciones
como me entero si me adjudicaron el préstamo hipotecario?,Cat_215,¿Cómo puedo saber si me otorgaron el préstamo hipotecario?
olvide mi contraseña que debo hacer ?,Cat_1,"Olvidé mi contraseña, ¿qué debo hacer?"
queria saber el estado del pedido de reimpresion de mi tarjeta de debito,Cat_293,Quería saber el estado de la orden de reimpresión de mi tarjeta de débito
reclamar cobro servicio sueldo,Cat_97,reclamar el pago del servicio de salario
quise hacer una transferencia a otro país y me aparece como guardada,Cat_35,Quería hacer una transferencia a otro país y aparece como guardado
te cobra si sacas la tarjeta universitaria?,Cat_359,¿Te cobra si sacas la tarjeta universitaria?
quiero hacer una transferencia desde la cuenta hasta el mix vi,Cat_176,Quiero hacer una transferencia de la cuenta a la mezcla que vi
querer minimo american,Cat_351,quiero mínimo americano
venden yuanes,Cat_166,ellos venden yuan
te consultaba por el seguro del hogar que tengo  tuve un desperfecto con el televisor y quiero que lo cubra el seguro. qué es lo que tengo que hacer?,Cat_265,"Te estaba preguntando sobre el seguro de hogar que tengo, tuve un fallo con el televisor y quiero que el seguro lo cubra. ¿Que tengo que hacer?"
comision caja ahorro dolares,Cat_96,comisión del banco de ahorro en dólares
como hago para dar por extraviada una tarjeta.,Cat_294,como hago para dar por perdido una tarjeta.
fecha de renovación de lebacs,Cat_162,fecha de renovación de lebacs
requisitos para la tarjeta mastercard,Cat_337,requisitos para la mastercard
necesito retirar plata,Cat_298,Necesito retirar dinero
necesito saber cuanto es la totalidad de mi deuda,Cat_99,Necesito saber cuánto es toda mi deuda
como pagar facturar tarjeta,Cat_132,cómo pagar con tarjeta
donde solicito el ccredito pre-aprobado,Cat_223,donde solicito el crédito preaprobado
necesito pedir un nuevo plastico,Cat_316,Necesito pedir un plástico nuevo.
puedo solicitar un préstamo prendario para reparar el auto?,Cat_228,¿Puedo solicitar un préstamo de compromiso para reparar el automóvil?
saber cuanto gastar tarjeta credito visa,Cat_303,saber cuánto gastar tarjeta de crédito visa
numero para comunicarme,Cat_147,número para comunicar
quiero saber como puedo invertir  cuales son las opciones  a que tasas  el plazo  todo acerca de las inversiones disponibles con santander!,Cat_178,"¡Quiero saber cómo puedo invertir, cuáles son las opciones a las que califica el plazo sobre las inversiones disponibles con Santander!"
