clean_txt,Intencion
soy elegible para una promesa,Cat_248
quiero saber si soy cliente del banco,Cat_61
transferir dinero desde el extranjero,Cat_32
si estoy retirado puedo solicitar una tarjeta para promociones,Cat_337
incapaz de pagar la tarjeta visa mastercard,Cat_342
ingrese la contrasena tengo que consultar el pequeno cartel terminar,Cat_1
quiero regularizar la deuda de credito de compromiso,Cat_192
ayer hice una compra en linea y me estan cobrando operaciones pero si no puede confirmarlo puede cancelar esa compra,Cat_281
servicio publico automatico de debito,Cat_132
quiero pedir la tarjeta nova,Cat_306
por que me cobran intereses si no tengo peso en la cuenta,Cat_56
ya que tengo el adicional cada vez que lo uso sale a llamar al emisor,Cat_283
necesito descargar la boleta de la tarjeta santander,Cat_138
en que bufete de abogados esta mi deuda con el banco,Cat_190
quiere hacer un pago por internet,Cat_132
mi pago con tarjeta de credito santander se duplico,Cat_350
tarjeta de envio del estado,Cat_293
quiero saber mi saldo total a pagar,Cat_342
los gastos de la hipoteca estan incluidos en la concesion del prestamo hipotecario,Cat_210
saber cuanto dinero retirar del cajero,Cat_303
como puedo solicitar una habitacion en la sucursal botanica,Cat_70
informar un viaje al extranjero,Cat_304
tengo menos probabilidades de acceder a una hipoteca si soy soltero,Cat_248
queria hacer una transferencia desde otro pais y no pude,Cat_35
como saber mi declaracion,Cat_61
no se lo que me estan debitando de afip,Cat_115
nombre abierto,Cat_39
programar una transferencia por hs puedo detenerlo,Cat_81
santander rio esta abierto hoy,Cat_114
la fecha de pago de la tarjeta visa puede ser cambiada,Cat_348
ya tengo un prestamo personal de santander puedo obtener otro,Cat_218
cuando debo elegir la casa para comprar en caso de obtener un prestamo hipotecario,Cat_206
cuales son los requisitos para la caja de ahorro,Cat_39
este mes deberian debitarme la caja de seguridad podria decirme la cantidad y el dia del debito,Cat_92
buen dia,Cat_19
tengo que activar la tarjeta de asistencia antes de viajar,Cat_282
cargar tarjeta duplicada,Cat_350
tengo problemas para pagar mis cuentas,Cat_131
me gustaria preguntar sobre prestamos de uvas,Cat_225
necesito ver mis gastos en la tarjeta de credito visa,Cat_355
como ver el proceso,Cat_118
aviso pagare tarjeta,Cat_191
asistente en linea,Cat_29
es posible ver el limite de compra,Cat_303
caja de ahorro juvenil,Cat_140
necesito la fecha de vencimiento del pago de la visa para llegar tarde,Cat_348
andheri metrogas meses de debito automatico meses de pago de debito factura no pagada,Cat_129
cual es el interes de letes,Cat_155
reserva de habitaciones,Cat_70
necesito hacer una transferencia internacional,Cat_36
como transferir a otra cuenta,Cat_84
restablecer clave generar,Cat_1
voy a viajar al extranjero tengo que avisar que viajo con las tarjetas,Cat_304
pin banelco,Cat_288
que porcentaje del total necesito con el prestamo hipotecario,Cat_245
lineas de contacto,Cat_147
requisitos para iu,Cat_140
con certificado de discapacidad hay algun beneficio,Cat_253
necesito los telefonos para denunciar el robo de tarjetas de credito y debito,Cat_294
rama correspondiente eliminar nuevos plasticos,Cat_293
cantidad a pagar aparece la factura en papel,Cat_129
quiero obtener una tarjeta de debito visa,Cat_39
perdi mi tarjeta de debito,Cat_294
como puedo obtener un prestamo hipotecario para procrear,Cat_223
no se que hacer con las compras en mi tarjeta de visa que no son mias,Cat_112
tengo un prestamo aprobado y tengo que solicitarlo,Cat_223
por que no me dejan cancelar la cuenta,Cat_41
puede la garantia ser cambiada por otra casa,Cat_255
quiero corregir mi direccion incluir la politica de mi hogar,Cat_267
obtener una tarjeta con chip para viajar al extranjero,Cat_316
queria cancelar el pago que hago con esta tarjeta de gas natural,Cat_292
me gustaria saber si estoy en condiciones de sacar un credito si es asi me gustaria que me proporcione informacion al respecto,Cat_248
queria preguntar sobre el interes que el banco da en un deposito a plazo fijo,Cat_181
como puedo pagar la tarjeta de credito de otro banco desde mi cuenta de salario,Cat_132
concurso de becas,Cat_358
me gustaria solicitar la anulacion del plan de cuotas,Cat_339
venir importar ignorar tarjeta resumen debe ir,Cat_112
deja de cobrarme por este seguro que nunca pedi,Cat_264
por que obtengo dos debitos juntos del mismo servicio,Cat_129
como solicito un prestamo personal,Cat_223
retirar dinero al extranjero,Cat_298
me dice que no tengo un fondo cuando tengo,Cat_172
el cajero se trago mi tarjeta de debito donde tengo que llamar para informar,Cat_294
que sucede si la evaluacion es por un monto menor que el monto de la venta,Cat_216
uso de la cuenta en dolares,Cat_53
puede haber copropietarios en los prestamos super hipotecarios,Cat_256
me gustaria consultar para agregar debito automatico,Cat_87
cuales serian los pasos una vez que este calificado para un prestamo hipotecario,Cat_241
por que se invirtio mucho,Cat_174
debo recibir mi tarjeta de debito donde esta ubicada,Cat_293
necesito reclamar una tarjeta de credito,Cat_135
quiero vender dolares,Cat_166
puedes hacer un lavado del pin del alfabeto,Cat_288
todavia estoy esperando el bono sorpresa,Cat_90
como varia la tasa de mes a mes en prestamos hipotecarios,Cat_258
puedo cancelar una compra,Cat_281
me gustaria saber cuanto pagaria el pago de la hipoteca en cuotas,Cat_251
tengo mi certificado de discapacidad pendiente puedo tomarlo para recibir beneficios,Cat_253
costos en transferencias al exterior,Cat_31
reserva de habitacion de sucursal,Cat_70
para abrir una cuenta,Cat_39
quiero recuperar el saldo a favor de mi tarjeta de credito santander,Cat_347
si no tengo suficiente dinero para terminar de pagar las tarifas puedo vender la propiedad a otra persona,Cat_260
bajo cuenta selecta estancia salario,Cat_41
que debo hacer para cobrar un cheque en dolares,Cat_30
se pueden cancelar previamente las cuotas es gratis,Cat_246
ignorar el pago con tarjeta de credito,Cat_112
comprar tierra,Cat_228
tengo una pregunta sobre movimientos,Cat_115
pago minimo,Cat_351
como hacer una transferencia,Cat_84
no se si habia realizado un pago adjunto al debito automatico,Cat_129
venden bonos lecap,Cat_157
perdi la tarjeta y queria saber cuanto tiempo lleva entregar la nueva tarjeta,Cat_293
renovacion de tarjeta,Cat_316
necesito un numero de telefono,Cat_147
queria saber cual es el monto a pagar en mi tarjeta,Cat_342
requisitos para abrir caja de ahorros,Cat_39
coleccion electronica que es,Cat_115
recibi mi tarjeta de direccion,Cat_293
quiero cancelar el seguro de la tarjeta porque no la solicite,Cat_264
necesito hacer un plan de pago con tarjeta de credito american express,Cat_308
cual es el alcance de la asistencia en viaje,Cat_282
tarjetas adicionales tienen los mismos beneficios,Cat_311
cambie puntos por ypf y no me acreditaron,Cat_312
queria saber si escribi un cheque o no,Cat_50
esperar para reembolsar comprar realizar falabella reembolso de efectivo correspondiente,Cat_312
quiero un prestamo para cubrir el saldo de mi tarjeta,Cat_225
me gustaria saber como solicitar el reemplazo de la tarjeta debido al deterioro,Cat_316
me gustaria saber como averiguar el numero pin de mi tarjeta,Cat_288
que debo hacer para solicitar un prestamo estoy retirado,Cat_234
queria preguntar sobre un cheque que fue rechazado,Cat_47
la cuenta de oro infinito tiene un cargo mensual,Cat_96
como puedo acceder a un prestamo hipotecario,Cat_223
quiero saber cual es el limite de mi tarjeta de visa de credito,Cat_303
no soy cliente como puedo hacer la tarjeta,Cat_337
en que estado esta el incidente que informe,Cat_270
hacer comprar debitar taller de pintura prestigiosa devolucion,Cat_312
tarjeta de pago,Cat_132
rompi el televisor lo deje pero estoy seguro de cuales son los pasos a seguir,Cat_265
puedo tener los pesos que el banco te da por adelantado,Cat_57
no puedes ver mis ultimas posesiones,Cat_67
los datos del contratista de seguros no son correctos,Cat_267
modifique la cuenta principal para poder asignarla a la misma tarjeta de debito que uso,Cat_52
descuento en efectivo,Cat_297
tiene dudas sobre el alcance de la politica,Cat_265
actualizar la direccion de la politica de datos aparece actual,Cat_267
si tengo una propiedad como mia puedo obtener otro prestamo hipotecario,Cat_228
incluye los locales de la alta,Cat_311
no se si habia realizado un pago adjunto al debito automatico,Cat_129
como tengo que encontrar el servicio para que aparezca,Cat_132
que es el duo santander,Cat_139
consultar cancelar anticipar tarjeta,Cat_342
costo de ahorro,Cat_96
con debito santander rio puedes hacer pagos por compras mas altas,Cat_303
como me hago cliente,Cat_39
queria saber si califico para un prestamo personal,Cat_248
que requisitos debe cumplir la casa,Cat_211
compra hise aparece,Cat_112
puedo solicitar una hipoteca para procrear para construir,Cat_228
necesito llamar al banco,Cat_147
tasa de interes a plazo fijo,Cat_183
que debo hacer para contratar un seguro de desempleo,Cat_261
reclamar promocion anunciar descuento,Cat_312
es el de comision por la operacion o el limite de precio,Cat_96
como se deposita un cheque,Cat_49
la cerradura de una habitacion se rompio dejando un pariente adentro podia salir pero la cerradura estaba rota a que numero debo llamar para reparar,Cat_265
puedo transferir la cuenta corriente a la cuenta de salario,Cat_85
mis cartas fueron bloqueadas,Cat_286
telefono del banco,Cat_147
cuando intenta hacer un nuevo pago me pide tarjetas de coordenadas hace tiempo que habilite el token,Cat_5
el cajero no acepta mi contrasena me gustaria blanquearlo,Cat_288
se pueden acumular puntos con una tarjeta visa,Cat_323
quiero ver la posibilidad de solicitar un prestamo de compromiso,Cat_225
tengo algunos bonos en mi cuenta y quiero venderlos,Cat_163
puedo solicitar el credito hipotecario sin ser cliente del banco,Cat_248
para un pago con tarjeta de debito que no realiza,Cat_112
quiero obtener una tarjeta,Cat_337
necesito adherirme al debito automatico en algunos servicios,Cat_132
quiero saber sobre la tarjeta nova,Cat_306
como puedo retirar efectivo por caja,Cat_128
el correo tenia que llegar pero me tengo que ir necesito cambiar la fecha,Cat_317
reclamo por dinero no pagado por el cajero automatico,Cat_297
el dinero que envie desde la banca en linea a mi cuenta en el extranjero no esta,Cat_35
donde puedo ir para canjear los puntos iba de compras a avellaneda y ahora se ha ido,Cat_322
tengo que hacer un reclamo,Cat_135
me gustaria saber si deposito por un periodo fijo cuanto obtengo al final,Cat_181
tengo que hacer un reclamo por debito no reembolsado,Cat_312
de donde estan hechas las stop loss,Cat_189
donde encuentro ingresos financieros,Cat_137
telefono de servicio al cliente,Cat_147
como cancelar un debito automatico en la tarjeta american express,Cat_292
donde esta el centro de intercambio,Cat_322
a que rama pertenezco,Cat_100
seleccionar centro,Cat_147
la nueva tarjeta de debito no me fue enviada,Cat_293
reconocer comprar internet,Cat_112
antes era cliente de citi y me gustaria saber si ahora soy un selectivo,Cat_142
necesito hacer una transferencia entre mi cuenta en pesos a la cuenta en dolares,Cat_166
comprobar la apertura de la tarjeta de debito,Cat_39
sistema enviar mensaje hacer comprar tarjeta de credito,Cat_125
en unos dias me enviaran la tarjeta de debito santander que beneficios tengo con esa tarjeta,Cat_311
el credito personal no aparece en la banca en linea,Cat_197
q surcusal be card,Cat_293
adherir tarjeta aysa,Cat_132
quiero cancelar la suscripcion de la tarjeta de credito ¬ ¬ ¬ = ¬ = c ≈ ° ¬ √ = a ¬ ° ¬ ¬∞ credito que no uso,Cat_338
que debo hacer para inscribirme y solicitar un prestamo hipotecario,Cat_223
ver informacion comprar cuenta de tarjeta,Cat_115
los descuentos de cupones se pueden acumular con descuentos bancarios,Cat_311
quiero comprar ypf,Cat_151
el cajero capturo mi tarjeta,Cat_294
cuando se habilitara la banca en linea,Cat_124
queria saber como deberia hacer la compra con el comodin ahora que lo tengo,Cat_322
informacion sobre el limite de compra con tarjeta de debito,Cat_303
solicitud de extension amex,Cat_334
como un cheque si ya se ha agregado un debito automatico,Cat_93
tarjeta de credito saber saldo,Cat_303
tengo que pagar la primera cuota del prestamo personal si o si el mes siguiente,Cat_259
me separe de donde estaba trabajando y quiero saber si puedo promover el costo de la cuenta ahora que ya no es el salario,Cat_73
se puede extender el plazo de pago preestablecido del prestamo hipotecario debido al aumento inflacionario,Cat_230
queria rescatar el super fondo de ahorro mas,Cat_175
seguro de llamada de numero de telefono,Cat_147
pagar maestro de autoservicio,Cat_342
quiero desbloquear el titulo de mi cuenta,Cat_170
centro de intercambio,Cat_322
queria informar el mantenimiento mensual de la cuenta de gastos fijos,Cat_96
como operar con la tarjeta de debito en cajeros automaticos,Cat_298
necesita reactivar la tarjeta de credito,Cat_286
cual es la fecha de renovacion de plazo fijo,Cat_180
cuanto costo de mantenimiento caja de ahorro tarjeta platino,Cat_96
tarjeta de cotizacion,Cat_308
cuenta de ahorro extranjera,Cat_39
y la casa no debe exceder que cantidad,Cat_236
que empresas estan vinculadas a la promocion este fin de semana,Cat_311
quiero regularizar mi deuda,Cat_192
descuento corresponde quiero volver,Cat_112
no puedo hacer un cambio de direccion,Cat_103
los prestamos hipotecarios se utilizan para la expansion de la vivienda,Cat_228
queria sueldo bancario podria solicitar una tarjeta de credito,Cat_337
saber que limite tengo que comprar,Cat_303
ejercicios de credito,Cat_251
obtener la clave de banca en casa,Cat_1
llamada de numero consumitar,Cat_147
en linea puedes hacer el prestamo,Cat_223
cuenta de custodia,Cat_169
manana el banco esta abierto o cerrado,Cat_114
necesito cambiar la cuenta de retiro del extranjero,Cat_298
