Pregunta,Intencion,Pregunta_T1,clean_txt,clean_txt_T1
quiero ver si se modificaron correctamente mis datos,Cat_103,Quiero ver si mis datos se modificaron correctamente,quiero ver si se modificaron correctamente mis datos,quiero ver si mis datos se modificaron correctamente
soy monotributista como calculo los ingresos para un préstamo hipotecario?,Cat_249,"Soy monotributista, ¿cómo calculo los ingresos de un préstamo hipotecario?",soy monotributista como calculo los ingresos para un prestamo hipotecario,soy monotributista como calculo los ingresos de un prestamo hipotecario
la tarjeta esta por caducar,Cat_316,la tarjeta está por caducar,la tarjeta esta por caducar,la tarjeta esta por caducar
el seguro cubre incendio del edificio?,Cat_265,¿El seguro cubre el incendio del edificio?,el seguro cubre incendio del edificio,el seguro cubre el incendio del edificio
necesito informacion sobre un prestamo personal,Cat_225,Necesito información sobre un préstamo personal.,necesito informacion sobre un prestamo personal,necesito informacion sobre un prestamo personal
olvide mi contraseña que debo hacer ?,Cat_1,"Olvidé mi contraseña, ¿qué debo hacer?",olvide mi contrasena que debo hacer,olvide mi contrasena que debo hacer
caja ahorro dólar costo adicional,Cat_96,caja de ahorro en dólares costo adicional,caja ahorro dolar costo adicional,caja de ahorro en dolares costo adicional
como es el seguro de robo en cajeros?,Cat_261,¿Cómo es el seguro de robo en cajeros automáticos?,como es el seguro de robo en cajeros,como es el seguro de robo en cajeros automaticos
cuanto me prestan del total que vale la casa,Cat_245,¿Cuánto me prestan del total que vale la casa?,cuanto me prestan del total que vale la casa,cuanto me prestan del total que vale la casa
no soy cliente del banco pero me interesaria sacar un prestamo personal,Cat_248,No soy cliente del banco pero estaría interesado en obtener un préstamo personal,no soy cliente del banco pero me interesaria sacar un prestamo personal,no soy cliente del banco pero estaria interesado en obtener un prestamo personal
descuento es farmacias para jubilados,Cat_311,descuento es farmacias de jubilación,descuento es farmacias para jubilados,descuento es farmacias de jubilacion
como cambio mi clave banelco,Cat_288,¿Cómo cambio mi contraseña de banelco?,como cambio mi clave banelco,como cambio mi contrasena de banelco
queria consultar si ya puedo retirar mi tarjeta visa,Cat_293,Quería ver si ya puedo retirar mi tarjeta de visa,queria consultar si ya puedo retirar mi tarjeta visa,queria ver si ya puedo retirar mi tarjeta de visa
consulta puntos advantage,Cat_275,comprobar puntos de ventaja,consulta puntos advantage,comprobar puntos de ventaja
mi tarjeta de debito nueva nunca me mandan devuelta.,Cat_293,Mi nueva tarjeta de débito nunca me es devuelta.,mi tarjeta de debito nueva nunca me mandan devuelta,mi nueva tarjeta de debito nunca me es devuelta
queria consultar si podria sacar un prestamo personal,Cat_223,Quería ver si podía obtener un préstamo personal,queria consultar si podria sacar un prestamo personal,queria ver si podia obtener un prestamo personal
necesito informacion de los creditos hipotecarios,Cat_225,Necesito información sobre los créditos hipotecarios.,necesito informacion de los creditos hipotecarios,necesito informacion sobre los creditos hipotecarios
imprimir resumen visa,Cat_138,imprimir resumen de visa,imprimir resumen visa,imprimir resumen de visa
costo de envio canje puntos a domicilio,Cat_322,costo de envío cambio de puntos a domicilio,costo de envio canje puntos a domicilio,costo de envio cambio de puntos a domicilio
está demorada la entrega del reemplazo de la tarjeta de debito.,Cat_293,la entrega del reemplazo de la tarjeta de débito se retrasa.,esta demorada la entrega del reemplazo de la tarjeta de debito,la entrega del reemplazo de la tarjeta de debito se retrasa
quiero pagar tarjeta visa,Cat_342,Quiero pagar tarjeta visa,quiero pagar tarjeta visa,quiero pagar tarjeta visa
necesito modificar mi cuenta para cuando hago gastos en dolares no me debite dolares sino pesos. desde donde hago esa modificacion?,Cat_289,"Necesito modificar mi cuenta para cuando hago gastos en dólares, no cargo dólares sino pesos. ¿desde dónde hago esa modificación?",necesito modificar mi cuenta para cuando hago gastos en dolares no me debite dolares sino pesos desde donde hago esa modificacion,necesito modificar mi cuenta para cuando hago gastos en dolares no cargo dolares sino pesos desde donde hago esa modificacion
unos debitos automaticos que pedí en junio no habían impactado,Cat_129,algunos débitos automáticos que solicité en junio no afectaron,unos debitos automaticos que pedi en junio no habian impactado,algunos debitos automaticos que solicite en junio no afectaron
por que me piden el swift para hacerme una transferencia?,Cat_34,¿Por qué me piden la rapidez para hacer una transferencia?,por que me piden el swift para hacerme una transferencia,por que me piden la rapidez para hacer una transferencia
poder pagar mastercard autoservicio banco,Cat_342,poder pagar el banco de autoservicio de mastercard,poder pagar mastercard autoservicio banco,poder pagar el banco de autoservicio de mastercard
no estoy viendo el acumulado de millas del programa de aa.,Cat_275,No veo la acumulación de millas del programa aa.,no estoy viendo el acumulado de millas del programa de aa,no veo la acumulacion de millas del programa aa
quiero saber si puedo agrandar el monto de mi tarjeta,Cat_302,Quiero saber si puedo ampliar la cantidad de mi tarjeta,quiero saber si puedo agrandar el monto de mi tarjeta,quiero saber si puedo ampliar la cantidad de mi tarjeta
consulta tengo habilitada la cuenta?,Cat_61,Tengo una cuenta habilitada?,consulta tengo habilitada la cuenta,tengo una cuenta habilitada
no recuerdo mi numero de cuenta para que me hagan un deposito,Cat_68,No recuerdo mi número de cuenta para que puedan hacer un depósito,no recuerdo mi numero de cuenta para que me hagan un deposito,no recuerdo mi numero de cuenta para que puedan hacer un deposito
quiero cambiar de vivienda pero sin venderla  es posible acceder a un préstamo hipotecario,Cat_228,Quiero cambiar la casa pero sin venderla es posible acceder a un préstamo hipotecario,quiero cambiar de vivienda pero sin venderla es posible acceder a un prestamo hipotecario,quiero cambiar la casa pero sin venderla es posible acceder a un prestamo hipotecario
se me quemo un lcd por baja tension,Cat_265,Quemé un lcd para baja tensión,se me quemo un lcd por baja tension,queme un lcd para baja tension
tenés un listado de las sucursales de la zona?,Cat_91,¿Tiene una lista de las sucursales en el área?,tenes un listado de las sucursales de la zona,tiene una lista de las sucursales en el area
necesitar saber deber cerrar cuenta tarjeta santander,Cat_41,necesita saber debe cerrar cuenta tarjeta santander,necesitar saber deber cerrar cuenta tarjeta santander,necesita saber debe cerrar cuenta tarjeta santander
no puedo aprovechar los descuentos de sorpresa porque no me están llegando los mensajes y los mails.,Cat_321,No puedo aprovechar los descuentos sorpresa porque no me llegan mensajes ni correos electrónicos.,no puedo aprovechar los descuentos de sorpresa porque no me estan llegando los mensajes y los mails,no puedo aprovechar los descuentos sorpresa porque no me llegan mensajes ni correos electronicos
qué debo hacer si tengo un cheque rechazado?,Cat_47,¿Qué debo hacer si tengo un cheque rechazado?,que debo hacer si tengo un cheque rechazado,que debo hacer si tengo un cheque rechazado
cajero me trago el dinero,Cat_297,cajero me trago el dinero,cajero me trago el dinero,cajero me trago el dinero
me llamo,Cat_23,Me llamo,me llamo,me llamo
estoy aprobado para un prestamo personal???,Cat_223,¿Estoy aprobado para un préstamo personal?,estoy aprobado para un prestamo personal,estoy aprobado para un prestamo personal
se puede anular lo que canjeé?,Cat_331,¿Puedo cancelar lo que cambié?,se puede anular lo que canjee,puedo cancelar lo que cambie
necesito saber mi número de cuenta,Cat_68,Necesito saber mi numero de cuenta,necesito saber mi numero de cuenta,necesito saber mi numero de cuenta
de que temas hablas,Cat_16,de que temas estas hablando,de que temas hablas,de que temas estas hablando
necesitar pagar resumen tarjeta,Cat_342,necesita pagar la tarjeta de resumen,necesitar pagar resumen tarjeta,necesita pagar la tarjeta de resumen
cotizacion acciones ypf,Cat_168,precio de la acción ypf,cotizacion acciones ypf,precio de la accion ypf
me explicás lo del impuesto de sircreb?,Cat_122,¿Me puede explicar sobre el impuesto sircreb?,me explicas lo del impuesto de sircreb,me puede explicar sobre el impuesto sircreb
es sobre la tarjeta de credito como ago para saber si tiene saldo,Cat_303,está en la tarjeta de crédito como antes para saber si tiene saldo,es sobre la tarjeta de credito como ago para saber si tiene saldo,esta en la tarjeta de credito como antes para saber si tiene saldo
son incorrectos algunos de los datos personales de la poliza,Cat_267,algunos de los datos personales de la política son incorrectos,son incorrectos algunos de los datos personales de la poliza,algunos de los datos personales de la politica son incorrectos
no . me llego el plastico nuevo por vencimiento,Cat_293,No . Tengo el nuevo plástico debido,no me llego el plastico nuevo por vencimiento,no tengo el nuevo plastico debido
cómo consulto el estado de mi cuenta?,Cat_61,¿Cómo verifico el estado de mi cuenta?,como consulto el estado de mi cuenta,como verifico el estado de mi cuenta
necesito hacer laclave para mi visa debito,Cat_288,Necesito hacer la clave para el débito de mi visa,necesito hacer laclave para mi visa debito,necesito hacer la clave para el debito de mi visa
estoy a la espera de una transferencia del exterior que no la tengo acreditada,Cat_33,Estoy esperando una transferencia desde el extranjero que no tengo acreditada,estoy a la espera de una transferencia del exterior que no la tengo acreditada,estoy esperando una transferencia desde el extranjero que no tengo acreditada
doy aviso que pague tarjeta,Cat_195,Doy aviso a la tarjeta de pago,doy aviso que pague tarjeta,doy aviso a la tarjeta de pago
cómo hago un deposito?,Cat_110,¿Cómo hago un depósito?,como hago un deposito,como hago un deposito
cuanto es el limite diario para pagar con debito,Cat_303,¿Cuánto es el límite diario para pagar con débito?,cuanto es el limite diario para pagar con debito,cuanto es el limite diario para pagar con debito
queria consultar para dar de baja la cuenta,Cat_41,Quería consultar para cancelar la cuenta,queria consultar para dar de baja la cuenta,queria consultar para cancelar la cuenta
como me anoto para ganar una beca,Cat_358,¿Cómo me inscribo para ganar una beca?,como me anoto para ganar una beca,como me inscribo para ganar una beca
solicito baja de com.sorpresa santander de mi tarjeta de ccredito visa.,Cat_320,Solicito cancelar mi suscripción a Santander desde mi tarjeta de crédito Visa.,solicito baja de com sorpresa santander de mi tarjeta de ccredito visa,solicito cancelar mi suscripcion a santander desde mi tarjeta de credito visa
depositar cheque a mi nombre librado en otro banco,Cat_110,cheque de depósito a mi nombre en otro banco,depositar cheque a mi nombre librado en otro banco,cheque de deposito a mi nombre en otro banco
quiero que me den de baja las tarjetas adicionales que tengo en mi cuenta,Cat_338,Deseo ser eliminado de las tarjetas adicionales que tengo en mi cuenta,quiero que me den de baja las tarjetas adicionales que tengo en mi cuenta,deseo ser eliminado de las tarjetas adicionales que tengo en mi cuenta
queria saber si se puede sacar una un aproximado de las cuotas de un prestamos que quiero sacar,Cat_251,Quería saber si puede obtener una aproximación de las cuotas de un préstamo que quiero obtener,queria saber si se puede sacar una un aproximado de las cuotas de un prestamos que quiero sacar,queria saber si puede obtener una aproximacion de las cuotas de un prestamo que quiero obtener
